ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AR_AMI-8A
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,,HF-1,Heart Failure Patients Given Discharge Instructions,16 patients,AR_HF-1
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,29 patients,AR_HF-2
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,,CLAY,8705983881.0,,,Yes,Heart Failure,,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),4 patients,AR_HF-3
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,5 patients,AR_HF-4
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,,8705983881.0,Critical Access Hospitals,Government - Local,Yes,,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,47 patients,AR_PN-2
41330,PIGGOTT COMMUNITY HOSPITAL,,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,46 patients,AR_PN-3B
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,9 patients,AR_PN-4
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,42 patients,AR_PN-5C
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),24 patients,AR_PN-6
41330,PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,AR,72454.0,CLAY,8705983881.0,Critical Access Hospitals,Government - Local,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,31 patients,AR_PN-7
43300,ARKANSAS CHILDREN'S HOSPITAL,LITTLE ROCK,AR,72202.0,PULASKI,5013641100.0,Childrens,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-1,,118 patients,AR_CAC-1
43300,ARKANSAS CHILDREN'S HOSPITAL,LITTLE ROCK,AR,72202.0,PULASKI,5013641100.0,Childrens,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,118 patients,AR_CAC-2
43300,ARKANSAS CHILDREN'S HOSPITAL,LITTLE ROCK,AR,72202.0,PULASKI,5013641100.0,,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,118 patients,AR_CAC-3
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,,,Voluntary non-profit - Church,Yes,,AMI-1,Heart Attack Patients Given Aspirin at Arrival,128 patients,CA_AMI-1
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,,126 patients,CA_AMI-2
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),22 patients,CA_AMI-3
,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,34 patients,CA_AMI-4
50002,,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,CA_AMI-5
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,,,Voluntary non-profit - Church,Yes,Heart Attack,,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,53 patients,CA_AMI-8A
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,177 patients,CA_HF-1
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,198 patients,CA_HF-2
50002,,HAYWARD,,94545.0,ALAMEDA,5107826200.0,,Voluntary non-profit - Church,Yes,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,CA_HF-3
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,36 patients,CA_HF-4
50002,ST ROSE HOSPITAL,HAYWARD,,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,93 patients,CA_PN-2
50002,ST ROSE HOSPITAL,HAYWARD,CA,,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,120 patients,CA_PN-3B
50002,ST ROSE HOSPITAL,,CA,94545.0,ALAMEDA,5107826200.0,,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,CA_PN-4
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,98 patients,
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),,CA_PN-6
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,68 patients,CA_PN-7
50002,,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,25 patients,CA_SCIP-CARD-2
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,,Voluntary non-profit - Church,,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,199 patients,CA_SCIP-INF-1
50002,,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,199 patients,CA_SCIP-INF-2
,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),193 patients,CA_SCIP-INF-3
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50002,ST ROSE HOSPITAL,HAYWARD,CA,,ALAMEDA,5107826200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),300 patients,CA_SCIP-INF-6
50002,ST ROSE HOSPITAL,HAYWARD,CA,94545.0,,5107826200.0,,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,186 patients,CA_SCIP-VTE-1
50002,,HAYWARD,CA,94545.0,ALAMEDA,5107826200.0,,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,186 patients,CA_SCIP-VTE-2
50006,ST JOSEPH HOSPITAL,,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-1,,64 patients,CA_AMI-1
50006,ST JOSEPH HOSPITAL,EUREKA,,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,105 patients,CA_AMI-2
50006,ST JOSEPH HOSPITAL,EUREKA,,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),23 patients,CA_AMI-3
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,34 patients,CA_AMI-4
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,,Heart Attack,,Heart Attack Patients Given Beta Blocker at Discharge,94 patients,CA_AMI-5
50006,,EUREKA,CA,95501.0,HUMBOLDT,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,21 patients,CA_AMI-8A
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,84 patients,CA_HF-1
50006,ST JOSEPH HOSPITAL,EUREKA,,95501.0,HUMBOLDT,7074438051.0,,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,93 patients,CA_HF-2
,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),34 patients,
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,19 patients,CA_HF-4
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,68 patients,CA_PN-2
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,,Yes,,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,119 patients,CA_PN-3B
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,CA_PN-4
,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,109 patients,CA_PN-5C
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),97 patients,CA_PN-6
50006,ST JOSEPH HOSPITAL,,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,69 patients,CA_PN-7
50006,ST JOSEPH HOSPITAL,,CA,95501.0,HUMBOLDT,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,41 patients,CA_SCIP-CARD-2
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,346 patients,CA_SCIP-INF-1
50006,,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,358 patients,CA_SCIP-INF-2
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),335 patients,CA_SCIP-INF-3
,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,72 patients,CA_SCIP-INF-4
50006,ST JOSEPH HOSPITAL,,CA,,HUMBOLDT,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),508 patients,
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,197 patients,CA_SCIP-VTE-1
50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501.0,HUMBOLDT,7074438051.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,195 patients,CA_SCIP-VTE-2
50007,PENINSULA MEDICAL CENTER,,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,126 patients,CA_AMI-1
,PENINSULA MEDICAL CENTER,BURLINGAME,,94010.0,SAN MATEO,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,154 patients,CA_AMI-2
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),17 patients,CA_AMI-3
50007,PENINSULA MEDICAL CENTER,BURLINGAME,,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,48 patients,CA_AMI-4
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,155 patients,CA_AMI-5
50007,,BURLINGAME,,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,AMI-7A,,0 patients,CA_AMI-7A
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,27 patients,CA_AMI-8A
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,,Heart Failure Patients Given Discharge Instructions,240 patients,CA_HF-1
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,,,,,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,308 patients,CA_HF-2
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),54 patients,
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,28 patients,CA_HF-4
50007,PENINSULA MEDICAL CENTER,,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,157 patients,CA_PN-2
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,139 patients,CA_PN-3B
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,CA_PN-4
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,115 patients,CA_PN-5C
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),90 patients,
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,CA_PN-7
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,60 patients,CA_SCIP-CARD-2
50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010.0,SAN MATEO,6506965270.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,316 patients,CA_SCIP-INF-1
